path,phase,TOE_conf,HOSEL_conf,GRIP_conf
red_0712_0036_96,train,0.99887115,0.9994511,0.9992717
ebihara_0712_4408_35,train,0.9996568,0.9999347,0.99963677
sony_red_0014_0457,train,0.99991727,0.9999709,0.99962723
kitano_green_2_0065,train,0.99708635,0.9989993,0.9997757
sony_red_0019_0356,train,0.9999329,0.9999876,0.99993086
green_0008_0468,train,0.9998764,0.99998605,0.99997115
red_0712_0036_38,train,0.9996586,0.9998883,0.99980336
ebihara_red_1_0244,train,0.9998416,0.99993443,0.99927706
kitano_red_2_0223,train,0.9996662,0.99989617,0.9995382
uratani_red_3_0286,train,0.99983096,0.9999689,0.99991083
kitano_red_2_0130,train,0.99980146,0.99994445,0.9996681
green_0014_0240,train,0.99897647,0.999788,0.9996675
white_0008_0621,train,0.9976573,0.9994116,0.9987399
sony_red_0014_0448,train,0.9996661,0.99987984,0.99950314
kitano_red_2_0229,train,0.996621,0.99829274,0.9984646
red_0712_0036_6,train,0.99993074,0.9999728,0.9996544
sony_red_0616_0002_0506,train,0.9999348,0.99998665,0.9999181
sawada_green_2_0196,train,0.9995739,0.9998822,0.9997147
white_0006_0519,train,0.999801,0.99995434,0.9991936
uratani_green_3_0294,train,0.9998043,0.999944,0.9997665
sasaki_green_1_0158,train,0.99972004,0.9999168,0.9994418
green_0008_0441,train,0.9993656,0.9997353,0.9999199
red_0006_0703,train,0.9995782,0.9999201,0.99956685
red_0006_0643,train,0.9997638,0.9999392,0.99971443
sasaki_green_1_0004,train,0.9998388,0.99993145,0.99987257
red_0712_0036_63,train,0.9997886,0.99995863,0.99986243
green_0014_0219,train,0.99857795,0.99972135,0.99941874
sasaki_green_1_0058,train,0.9972916,0.99881184,0.9998884
ebihara_0712_4409_82,train,0.99857223,0.99955636,0.9994173
green_0006_0497,train,0.9984829,0.9994375,0.99901545
green_0008_0544,train,0.996689,0.998447,0.99698645
ebihara_red_1_0217,train,0.9993893,0.99949455,0.9988004
sony_white_0005_0639,train,0.9997662,0.9999659,0.9999198
sony_red_0014_0454,train,0.9998586,0.9999677,0.99983287
ebihara_red_1_0199,train,0.9997906,0.99995863,0.99976283
white_0006_0663,train,0.99987483,0.9999759,0.99960965
green_0014_0241,train,0.9994406,0.9998832,0.9997216
sasaki_red_1_0108,train,0.9998473,0.99996185,0.999889
sasaki_red_1_0112,train,0.99974173,0.99993885,0.99986875
sony_white_0006_0255,train,0.9999285,0.99998546,0.99972266
green_0006_0504,train,0.9979225,0.9988538,0.9965103
sasaki_red_1_0109,train,0.99974865,0.9999349,0.9997726
red_0008_0517,train,0.99980706,0.99996424,0.9995665
red_0006_0529,train,0.9977616,0.9990885,0.9995653
sony_red_0017_0616,train,0.9998381,0.99995005,0.9995727
ebihara_0712_4408_53,train,0.9997173,0.99988115,0.99952745
sony_white_0006_0198,train,0.9998661,0.9999498,0.99960345
sony_red_0616_0002_0517,train,0.99958855,0.99979347,0.998594
sasaki_green_1_0104,train,0.999678,0.9999038,0.9997149
sony_white_0006_0628,train,0.9994018,0.9995561,0.9999273
red_0006_0504,train,0.99729013,0.999387,0.9997594
sony_white_0006_0666,train,0.9992415,0.9997768,0.998607
ebihara_red_1_0209,train,0.9997372,0.9999199,0.99973315
sasaki_red_1_0033,train,0.9999168,0.99995196,0.9997763
ebihara_green_1_0151,train,0.99984634,0.9999572,0.99976724
sony_red_0014_0461,train,0.9999131,0.99997544,0.99972814
ebihara_red_1_0346,train,0.99947256,0.9998791,0.99962497
ebihara_0712_4408_83,train,0.9977635,0.9990081,0.99963534
sawada_red_2_0188,train,0.99996066,0.9999931,0.99995756
green_0008_0465,train,0.9999645,0.9999951,0.9999783
ebihara_0712_4408_52,train,0.99983,0.99993,0.99958307
red_0712_0036_119,train,0.9993648,0.99975103,0.9958687
kitano_green_2_0122,train,0.99946517,0.99975544,0.99927205
ebihara_red_1_0350,train,0.9997087,0.9999275,0.9997731
red_0006_0709,train,0.9997316,0.99995136,0.99976486
sasaki_red_1_0026,train,0.9998529,0.99995184,0.99942374
sawada_red_2_0195,train,0.9998473,0.99995923,0.9995365
green_0014_0255,train,0.99991107,0.99998856,0.99996877
sony_red_0019_0373,train,0.999926,0.99997175,0.99980587
kitano_red_2_0225,train,0.99739,0.9991221,0.99920243
sony_red_0016_0648,train,0.99991953,0.999979,0.9992798
ebihara_0712_4409_14,train,0.9998934,0.9999647,0.99954873
red_0008_0607,train,0.999551,0.9999013,0.99919456
kitano_green_2_0074,train,0.9990023,0.999508,0.99928975
sasaki_green_1_0076,train,0.9999374,0.9999676,0.9999547
red_0006_0445,train,0.9990621,0.99940646,0.9985592
white_0008_0555,train,0.99986327,0.9999715,0.99979085
ebihara_0712_4408_106,train,0.9998221,0.9999311,0.9997595
red_0712_0036_2,train,0.9997894,0.9999387,0.99945825
sasaki_green_1_0072,train,0.9988926,0.99939585,0.99991596
ebihara_red_1_0208,train,0.99991643,0.9999696,0.9997086
ebihara_0712_4409_46,train,0.9998901,0.9999733,0.9997954
uratani_red_3_0323,train,0.9989384,0.9997002,0.9984615
red_0006_0568,train,0.99879503,0.9997212,0.9988632
green_0006_0267,train,0.999946,0.9999937,0.9999809
uratani_green_3_0291,train,0.9997869,0.9999274,0.9997235
sony_red_0017_0605,train,0.9999299,0.99998677,0.99966633
green_0008_0372,train,,,
ebihara_red_1_0228,train,0.9994265,0.99988747,0.99978226
kitano_red_2_0195,train,0.9999224,0.99997485,0.9994692
ebihara_green_1_0192,train,0.9980509,0.99938965,0.9997888
sasaki_red_1_0139,train,0.9998029,0.99990857,0.9984036
white_0006_0646,train,0.99990356,0.9999789,0.99992263
ebihara_0712_4409_59,train,0.99955875,0.99985135,0.9997907
red_0712_0036_66,train,0.99894184,0.9995982,0.99906915
green_0006_0419,train,0.99994373,0.9999858,0.9997415
uratani_red_3_0000,train,0.9996997,0.9998597,0.9985796
sawada_green_2_0185,train,0.9999268,0.9999851,0.9998149
white_0006_0490,train,0.99991846,0.9999825,0.9999273
white_0006_0676,train,0.9996024,0.9998882,0.9997036
sawada_green_2_0188,train,0.9999323,0.9999665,0.9999169
sony_green_0616_0006_0177,train,0.9998623,0.9999747,0.99988997
ebihara_0712_4409_104,train,0.99985874,0.99997544,0.99985576
sasaki_green_1_0098,train,0.9996886,0.9998357,0.99977547
sony_white_0006_0482,train,0.9998994,0.99997246,0.9994468
red_0008_0649,train,0.99900514,0.9997515,0.9986481
sony_white_0006_0426,train,0.99772304,0.99937254,0.99984944
sony_white_0006_0169,train,,,
white_0014_0128,train,0.9992719,0.99984384,0.99995434
kitano_green_2_0140,train,0.9997414,0.99977535,0.99977773
red_0712_0036_53,train,0.999824,0.9999099,0.9999033
red_0008_0505,train,0.995989,0.99904436,0.99977225
sasaki_red_1_0142,train,0.9998828,0.999967,0.9998171
sony_white_0006_0595,train,0.99702966,0.99656063,0.99761033
green_0008_0205,train,0.99983084,0.99993944,0.99933356
ebihara_green_1_0174,train,0.99985826,0.9999572,0.99954516
sasaki_red_1_0066,train,0.999856,0.9999541,0.99981886
sony_white_0006_0493,train,0.99943453,0.9998029,0.9997949
sawada_red_2_0198,train,,,
sawada_red_2_0213,train,0.9999002,0.99996996,0.99962294
red_0006_0705,train,0.9996074,0.99992645,0.9996282
kitano_green_2_0115,train,0.99987984,0.99995506,0.9996598
sawada_red_2_0000,train,0.9998611,0.999944,0.99925655
white_0006_0574,train,0.99945027,0.9997644,0.99985814
sasaki_green_1_0040,train,0.99985874,0.9998735,0.99982774
sasaki_red_1_0003,train,0.99991345,0.9999684,0.9998653
kitano_red_2_0153,train,0.9991411,0.9996426,0.9997156
green_0014_0235,train,0.99851686,0.99961925,0.9998481
red_0008_0743,train,0.99964917,0.9999354,0.9996985
ebihara_0712_4409_20,train,0.9999157,0.9999856,0.99987054
ebihara_0712_4408_96,train,0.99950933,0.99984777,0.999683
green_0014_0196,train,0.99812216,0.99951327,0.999841
ebihara_0712_4408_65,train,0.9998192,0.9999627,0.99986076
sasaki_red_1_0133,train,0.9996917,0.99994254,0.9997099
kitano_green_2_0111,train,0.999818,0.999951,0.9998091
sony_white_0005_0642,train,0.99973744,0.9999559,0.99983764
green_0008_0495,train,0.99974984,0.99993145,0.99962413
kitano_red_2_0227,train,0.9981694,0.9992767,0.99927944
kitano_red_2_0188,train,0.9998072,0.99991596,0.99912494
uratani_red_3_0294,train,0.9999019,0.999969,0.9997658
red_0712_0036_94,train,0.9978676,0.9979226,0.99882716
red_0712_0036_113,train,0.9985397,0.9993555,0.97963953
sony_white_0005_0655,train,0.9994646,0.999887,0.99980956
red_0712_0036_5,train,0.9998332,0.9999254,0.9994795
sony_white_0006_0481,train,0.9997979,0.9999423,0.9996706
ebihara_0712_4409_109,train,0.99975747,0.9999242,0.9997626
sony_red_0015_0415,train,0.99985623,0.9999739,0.99984944
ebihara_0712_4408_121,train,0.9983177,0.9992755,0.99856323
red_0008_0279,train,0.9999021,0.99997747,0.99981505
sony_red_0014_0444,train,0.9998838,0.99997735,0.99980825
green_0006_0616,train,0.99906,0.99982136,0.999418
white_0008_0545,train,0.99986243,0.999972,0.99990773
red_0008_0293,train,0.999912,0.9999734,0.99963236
red_0008_0520,train,0.99995863,0.99999106,0.99965525
white_0008_0569,train,0.9978369,0.9996191,0.99992955
ebihara_green_1_0154,train,0.9997882,0.99992573,0.9995914
ebihara_0712_4409_22,train,0.9998622,0.999974,0.999795
red_0712_0036_48,train,0.999213,0.9996306,0.9997042
ebihara_0712_4408_5,train,0.9998018,0.999918,0.9994103
red_0006_0649,train,0.9998541,0.9999671,0.99977225
green_0006_0707,train,0.99907625,0.99982125,0.9997739
red_0712_0036_74,train,0.9996463,0.99989605,0.9997187
sony_white_0006_0480,train,0.9997937,0.9999466,0.99976367
ebihara_0712_4408_84,train,0.9977931,0.99900395,0.99970144
sony_red_0017_0607,train,0.99988616,0.999979,0.99981636
ebihara_0712_4409_54,train,0.99992955,0.9999398,0.9998816
ebihara_0712_4409_85,train,0.998698,0.9986854,0.99973184
red_0008_0522,train,0.9999584,0.9999894,0.9990421
sony_white_0006_0490,train,0.9995863,0.99987113,0.9999236
red_0006_0488,train,0.99970824,0.99994457,0.9997217
ebihara_0712_4409_23,train,0.9999138,0.99998176,0.9999031
sawada_green_2_0097,train,0.9999459,0.999974,0.9998697
red_0712_0036_90,train,0.9996877,0.99992144,0.99975663
sony_red_0016_0650,train,0.9998661,0.9999474,0.9995003
sony_green_0616_0006_0402,train,0.99985886,0.99994934,0.9995578
ebihara_0712_4409_116,train,0.99979764,0.9999182,0.9994324
ebihara_0712_4408_81,train,0.9988707,0.99948967,0.99953735
red_0712_0036_106,train,0.99842453,0.99871016,0.99963844
green_0008_0498,train,0.99925977,0.9997503,0.9996438
ebihara_0712_4408_24,train,0.9997521,0.99992883,0.9995771
sawada_green_2_0158,train,0.99977857,0.9999366,0.9999231
sony_red_0014_0446,train,0.99987864,0.9999677,0.9996487
green_0014_0358,train,0.9982116,0.99955004,0.9998105
sawada_red_2_0123,train,0.99988914,0.999974,0.9998498
red_0712_0036_91,train,0.99837613,0.99944204,0.9993155
ebihara_green_1_0148,train,0.99979776,0.9999423,0.9997489
sony_red_0019_0372,train,0.9998228,0.99995494,0.9999002
sony_red_0616_0002_0514,train,0.9998733,0.999966,0.9995403
sony_white_0006_0487,train,0.9993401,0.99981886,0.99955624
red_0008_0533,train,0.9998915,0.99997497,0.9993679
sony_red_0016_0646,train,0.9998821,0.9999726,0.9994879
uratani_green_3_0314,train,0.999908,0.999977,0.9997738
white_0006_0593,train,0.99628013,0.9982785,0.99976474
sasaki_green_1_0152,train,0.9996587,0.99989617,0.99947864
red_0006_0628,train,0.9978904,0.9993261,0.9989604
sony_red_0019_0369,train,0.99965215,0.9999069,0.9996044
sony_white_0006_0305,train,0.99985874,0.99998224,0.99993217
white_0008_0416,train,0.99944955,0.9998839,0.99976116
green_0014_0239,train,0.99774677,0.99949753,0.99917346
sony_white_0005_0645,train,0.9999076,0.99997675,0.9997248
kitano_green_2_0117,train,0.99790925,0.99919623,0.9989083
kitano_red_2_0185,train,0.99980026,0.9999517,0.9996308
sasaki_red_1_0176,train,0.9991684,0.99973136,0.99926394
sony_white_0006_0501,train,0.99841225,0.9993316,0.99937797
uratani_red_3_0193,train,0.9987178,0.999584,0.99980825
green_0006_0270,train,0.9997824,0.9999726,0.9999416
uratani_green_3_0292,train,0.99976796,0.99993265,0.9995499
ebihara_red_1_0207,train,0.9994916,0.9998884,0.9997975
red_0712_0036_1,train,0.9997172,0.99991906,0.99964345
white_0006_0618,train,0.9990146,0.9995814,0.9995264
ebihara_green_1_0141,train,0.9997118,0.9998838,0.9995478
sawada_red_2_0131,train,0.9999002,0.9999193,0.99988985
white_0014_0049,train,0.99994075,0.9999813,0.99979633
white_0006_0667,train,0.9998148,0.9999652,0.9998939
white_0014_0126,train,0.99991107,0.99997056,0.99971884
red_0006_0599,train,0.998456,0.99943894,0.9998516
ebihara_0712_4408_77,train,0.9998305,0.99994946,0.9997656
red_0006_0648,train,0.99988425,0.99996996,0.99981266
red_0006_0654,train,0.9984425,0.9996176,0.99986446
ebihara_0712_4408_88,train,0.9992636,0.9997116,0.9997446
ebihara_0712_4409_36,train,0.9997433,0.99993,0.99896336
sony_red_0008_0248,train,0.9998876,0.999964,0.999752
white_0008_0549,train,0.9999312,0.99998724,0.99974567
sony_white_0006_0584,train,0.9972481,0.9966234,0.9992275
red_0006_0484,train,0.9997217,0.999941,0.9994618
sasaki_green_1_0097,train,0.99862814,0.99915683,0.9976681
sasaki_red_1_0136,train,0.9997986,0.9999472,0.9995902
white_0006_0689,train,0.9992163,0.9997942,0.99992335
red_0008_0315,train,0.9998727,0.99993753,0.9998248
green_0006_0715,train,0.9995395,0.9999176,0.9998037
sony_red_0015_0435,train,0.9998456,0.9999596,0.9997905
ebihara_0712_4408_34,train,0.999819,0.9999471,0.99949336
ebihara_0712_4408_79,train,0.9995498,0.99984753,0.99985635
white_0008_0354,train,0.99987924,0.99997926,0.999928
uratani_green_3_0213,train,0.9996588,0.9998987,0.99934846
ebihara_0712_4408_95,train,0.9993056,0.9997367,0.99963784
red_0006_0704,train,0.99954224,0.9999105,0.9994629
sony_red_0014_0455,train,0.99983037,0.99995947,0.9998579
white_0006_0658,train,0.99990165,0.9999713,0.9997452
ebihara_0712_4408_90,train,0.9983726,0.9993038,0.9998167
sony_white_0006_0477,train,0.99990964,0.9999702,0.9997553
red_0712_0036_18,train,0.9996971,0.99991274,0.9995739
white_0006_0660,train,0.99987197,0.99997675,0.99988127
uratani_red_3_0288,train,0.999782,0.9999391,0.9992155
white_0006_0681,train,0.99955064,0.99988353,0.9998902
ebihara_green_1_0152,train,0.9998392,0.99995255,0.9996569
ebihara_0712_4408_110,train,0.99999034,0.9999944,0.9999808
green_0014_0256,train,0.99990463,0.9999831,0.9999188
red_0006_0606,train,0.9989743,0.9997553,0.9998087
green_0006_0702,train,0.9996107,0.9999224,0.9997446
ebihara_0712_4408_85,train,0.9970618,0.99865025,0.9997062
ebihara_0712_4408_39,train,0.9999621,0.9999777,0.9999844
white_0006_0552,train,0.9978935,0.9994518,0.9993272
ebihara_0712_4409_66,train,0.9988104,0.99963176,0.99953926
red_0712_0036_123,train,0.99975234,0.9998048,0.9995771
uratani_green_3_0215,train,0.99993,0.9999728,0.9999943
sony_red_0010_0144,train,0.9999788,0.9999956,0.9999478
sony_green_0616_0006_0401,train,0.999665,0.999877,0.9990959
sawada_green_2_0095,train,0.9999505,0.9999821,0.9998709
ebihara_0712_4409_135,train,0.9996215,0.9998367,0.99894625
ebihara_0712_4408_6,train,0.9997062,0.99988866,0.9994031
green_0006_0650,train,0.99950624,0.99991477,0.999843
uratani_green_3_0167,train,0.99985313,0.9999645,0.99979156
green_0006_0432,train,0.9999261,0.99998665,0.99977773
ebihara_0712_4408_19,train,0.99954873,0.99986565,0.9994653
green_0008_0507,train,0.9997075,0.99992,0.99949276
green_0008_0299,train,0.999892,0.99998796,0.9999702
sawada_green_2_0114,train,0.99985826,0.99997485,0.99979705
ebihara_0712_4408_44,train,0.99289376,0.99397945,0.9999758
kitano_green_2_0133,train,0.99947196,0.99979717,0.99945766
sasaki_green_1_0102,train,0.99964094,0.9998938,0.9995509
white_0014_0414,train,0.999772,0.9999479,0.9999522
kitano_red_2_0159,train,0.99962866,0.9998498,0.99959296
red_0712_0036_88,train,0.99926645,0.99980205,0.999188
ebihara_0712_4409_3,train,0.99990404,0.99996567,0.9998222
ebihara_0712_4408_9,train,0.9998116,0.9999474,0.9997004
kitano_green_2_0062,train,0.9993407,0.9998216,0.99971
white_0008_0563,train,0.9999274,0.9999703,0.99957424
sony_white_0006_0518,train,0.9996928,0.9999485,0.99969125
kitano_green_2_0261,train,0.99968266,0.9998894,0.99964976
sasaki_red_1_0114,train,0.99984205,0.9999602,0.9998448
ebihara_0712_4408_46,train,0.9989956,0.9992194,0.9999789
white_0008_0561,train,0.99983275,0.9999521,0.9996325
sony_white_0006_0667,train,0.99861693,0.999608,0.99879384
kitano_red_2_0197,train,0.999864,0.9999589,0.99963677
sony_white_0006_0579,train,0.99958295,0.99946016,0.9997496
sony_red_0015_0434,train,0.9998248,0.9999449,0.99980694
red_0712_0036_80,train,0.9993093,0.9996543,0.9983418
green_0008_0501,train,0.9997508,0.9998964,0.9995565
red_0008_0266,train,0.99987113,0.999974,0.9997768
red_0008_0620,train,0.99930215,0.9998419,0.99884427
white_0014_0202,train,0.99941635,0.9998872,0.99951637
uratani_red_3_0180,train,0.99932563,0.99986696,0.9997484
white_0008_0529,train,0.99972194,0.99994576,0.99991536
sasaki_red_1_0137,train,0.99990666,0.99997616,0.9995732
red_0008_0558,train,0.99665546,0.99928445,0.9997553
uratani_red_3_0291,train,0.9997962,0.99993384,0.9990772
red_0712_0036_15,train,0.99959856,0.99985754,0.99940693
green_0008_0360,train,0.999223,0.99979573,0.9998578
green_0014_0177,train,0.99991524,0.9999776,0.997519
green_0006_0299,train,0.9998647,0.99996364,0.999619
ebihara_0712_4408_7,train,0.999816,0.99993145,0.9994702
uratani_red_3_0136,train,0.9998048,0.9999465,0.99943453
sony_red_0014_0462,train,0.99993587,0.99998105,0.9998099
sony_red_0015_0413,train,0.99995506,0.99999285,0.9999651
sony_red_0616_0002_0512,train,0.9997862,0.9999467,0.9993067
sawada_green_2_0192,train,0.999845,0.99993265,0.99960285
ebihara_red_1_0205,train,0.99995625,0.99998677,0.99984384
ebihara_0712_4408_111,train,0.9999852,0.9999918,0.99998057
sawada_green_2_0184,train,0.999926,0.99998355,0.999853
kitano_red_2_0131,train,0.9998957,0.9999683,0.9997677
red_0006_0540,train,0.9994029,0.99974996,0.99842453
red_0008_0531,train,0.9997937,0.9999448,0.99958473
uratani_green_3_0230,train,0.99808407,0.9990989,0.9996265
green_0014_0234,train,0.99922645,0.9997584,0.9996922
ebihara_0712_4408_89,train,0.99842876,0.999374,0.9997392
ebihara_green_1_0182,train,0.9984505,0.99940443,0.9988218
sawada_red_2_0235,train,0.9993192,0.99983466,0.9991462
kitano_green_2_0160,train,0.9991479,0.9997031,0.9995388
red_0712_0036_55,train,0.99997044,0.99998164,0.99995494
sony_red_0009_0088,train,0.9996661,0.99995494,0.99990773
sawada_green_2_0224,train,0.9998877,0.9999713,0.9997775
white_0008_0664,train,0.9989882,0.99928683,0.99972063
ebihara_0712_4408_14,train,0.9991985,0.9997559,0.9994553
sony_white_0006_0263,train,0.9996691,0.99992836,0.9996822
ebihara_green_1_0065,train,0.999828,0.9998549,0.9998429
red_0006_0595,train,0.9948488,0.9969568,0.9976205
sasaki_red_1_0175,train,0.9986739,0.99961424,0.9993117
kitano_red_2_0218,train,0.99901044,0.99969864,0.99781597
uratani_green_3_0209,train,0.99935204,0.9998041,0.99866664
ebihara_red_1_0196,train,0.9999573,0.99999297,0.99995637
ebihara_0712_4409_56,train,0.999212,0.99971706,0.99983394
sawada_red_2_0194,train,0.99986506,0.99996805,0.99971586
white_0008_0551,train,0.99992096,0.99998665,0.9997501
sasaki_green_1_0038,train,0.99929345,0.9997292,0.9992949
sasaki_green_1_0109,train,0.99970716,0.99985886,0.99861825
ebihara_0712_4408_47,train,0.99979836,0.9999548,0.9997496
sony_red_0016_0653,train,0.99987054,0.9999552,0.99917644
red_0006_0437,train,0.9999745,0.9999895,0.99996567
red_0712_0036_42,train,0.9996039,0.999859,0.9997472
white_0006_0529,train,0.9998399,0.9999579,0.99985504
white_0014_0089,train,0.9991862,0.99967086,0.99970895
ebihara_0712_4408_54,train,0.99960655,0.99988425,0.99943393
red_0712_0036_52,train,0.99971586,0.9999083,0.99915147
red_0712_0036_76,train,0.9999641,0.9999863,0.9999877
white_0006_0535,train,0.9996377,0.9999169,0.9998166
red_0008_0548,train,0.99986446,0.9999654,0.99984443
ebihara_0712_4409_6,train,0.9996972,0.9999043,0.9996909
white_0014_0118,train,0.99973303,0.9999355,0.9995254
sawada_green_2_0195,train,0.99993443,0.99997616,0.9998141
green_0006_0264,train,0.99993765,0.9999931,0.99998295
ebihara_0712_4409_60,train,0.9994618,0.99979645,0.9995578
green_0006_0433,train,0.9999485,0.99999,0.9997942
green_0006_0326,train,0.9996871,0.99994457,0.9999573
white_0014_0147,train,0.9996044,0.99990904,0.9995702
green_0006_0223,train,0.99991226,0.99998033,0.99964046
green_0008_0221,train,0.9996681,0.9998914,0.99875367
sawada_red_2_0353,train,0.9999281,0.99997175,0.9998336
sony_red_0009_0094,train,0.9998952,0.99996984,0.9998115
sawada_red_2_0182,train,0.99977607,0.9999324,0.9995247
ebihara_0712_4408_38,train,0.9994336,0.99981886,0.9998254
sony_red_0616_0002_0437,train,0.9972824,0.99891114,0.9995352
red_0712_0036_107,train,0.9951498,0.9977685,0.99892104
sony_red_0016_0655,train,0.999856,0.99995613,0.9997447
ebihara_green_1_0180,train,0.9991885,0.9996208,0.9990434
white_0008_0655,train,0.99897885,0.9995332,0.99840623
green_0006_0309,train,0.9998349,0.99995756,0.9997967
sawada_red_2_0200,train,0.9993563,0.9997949,0.9992041
red_0712_0036_114,train,0.998431,0.9993839,0.99792236
red_0008_0529,train,0.9999752,0.9999877,0.99996567
sasaki_green_1_0074,train,0.9997094,0.9998392,0.9999052
ebihara_0712_4409_9,train,0.9997758,0.99990463,0.99920124
red_0006_0505,train,0.99865305,0.99970967,0.99981946
ebihara_0712_4409_32,train,0.99981517,0.9999547,0.9997061
sony_white_0006_0315,train,0.99981827,0.9999404,0.9997687
green_0014_0253,train,0.9999529,0.9999933,0.99990773
ebihara_0712_4408_50,train,0.9997949,0.9999471,0.9996369
sony_red_0616_0002_0415,train,0.99889,0.9995734,0.9998294
ebihara_0712_4408_20,train,0.99941385,0.9998258,0.99966085
kitano_green_2_0107,train,0.99981636,0.9999106,0.99950147
kitano_green_2_0124,train,0.99971277,0.99991095,0.9996499
red_0712_0036_92,train,0.99875796,0.99882835,0.99989736
white_0008_0383,train,0.99987483,0.9999591,0.9996656
ebihara_0712_4409_21,train,0.99988353,0.99998105,0.99988186
sawada_red_2_0196,train,0.99990773,0.99997497,0.99951434
kitano_green_2_0159,train,0.99911267,0.9996978,0.99963343
kitano_red_2_0192,train,0.99973005,0.9999423,0.9998648
sony_red_0616_0002_0401,train,0.99974054,0.99992335,0.99980646
green_0014_0322,train,0.99788564,0.9994918,0.99907744
sony_red_0017_0623,train,0.9999392,0.9999802,0.999816
sawada_green_2_0220,train,0.999806,0.99995613,0.99965394
uratani_green_3_0141,train,0.9998512,0.9999577,0.99967265
green_0006_0294,train,0.9999436,0.9999832,0.9997551
green_0006_0680,train,0.9989656,0.99967587,0.99985373
white_0006_0706,train,0.99951553,0.999889,0.99936813
sawada_red_2_0205,train,0.99986744,0.9999536,0.99973685
sony_red_0008_0245,train,0.9999311,0.9999757,0.9996649
uratani_green_3_0190,train,0.99975497,0.99991643,0.99953735
kitano_green_2_0038,train,0.997658,0.99782383,0.99812824
kitano_red_2_0215,train,0.9991623,0.9997843,0.9995783
sony_red_0017_0612,train,0.9998889,0.99995947,0.999582
red_0712_0036_101,train,0.99757546,0.9989266,0.99968815
kitano_red_2_0148,train,0.9997086,0.9998982,0.99977607
sawada_green_2_0200,train,0.99971646,0.99992955,0.99981874
sasaki_green_1_0046,train,0.9996654,0.99979275,0.999956
ebihara_0712_4409_50,train,0.9998037,0.99995375,0.999762
sony_red_0015_0432,train,0.9998779,0.9999615,0.99963665
ebihara_0712_4409_137,train,0.99974173,0.9998771,0.9983773
uratani_green_3_0310,train,0.9997048,0.99991083,0.99963737
white_0006_0638,train,0.9997838,0.99996233,0.9999318
kitano_red_2_0222,train,0.99868757,0.9996013,0.9987196
sony_red_0014_0453,train,0.99990547,0.99997103,0.99981016
ebihara_0712_4408_17,train,0.9996581,0.99988544,0.99969184
uratani_green_3_0340,train,0.99914825,0.9997117,0.99956304
uratani_green_3_0287,train,0.9999155,0.999962,0.999859
ebihara_red_1_0045,train,0.9998983,0.99996054,0.9991855
sony_white_0006_0463,train,0.99989724,0.99997866,0.9994734
ebihara_0712_4409_25,train,0.9997106,0.9998276,0.9999807
white_0008_0435,train,0.9992706,0.9997482,0.9997578
ebihara_0712_4408_8,train,0.9998956,0.99996436,0.9996618
sawada_green_2_0091,train,0.9997247,0.9999087,0.9991974
white_0014_0120,train,0.99991274,0.99998665,0.99981004
red_0006_0655,train,0.9962353,0.99896944,0.9996723
green_0008_0490,train,0.99960643,0.99989355,0.999869
kitano_green_2_0196,train,0.9987087,0.99946123,0.9996124
green_0006_0315,train,0.9998635,0.9999709,0.99991286
kitano_red_2_0201,train,0.9994979,0.99965477,0.9997141
sony_red_0017_0613,train,,,
green_0006_0507,train,0.99922454,0.9996257,0.99874556
red_0712_0036_77,train,0.9996456,0.99982685,0.9991714
sony_red_0019_0374,train,0.99992883,0.99997365,0.9997708
ebihara_0712_4408_51,train,0.9998908,0.9999671,0.9996642
uratani_green_3_0171,train,0.9998801,0.9999684,0.99979883
ebihara_green_1_0048,train,0.99963474,0.99989843,0.999602
white_0006_0680,train,0.9998105,0.99994934,0.99993396
sony_white_0006_0562,train,0.9996512,0.9996685,0.99993193
sawada_red_2_0203,train,0.9997253,0.99993336,0.9996933
red_0712_0036_17,train,0.9993364,0.9998468,0.9994979
sony_white_0006_0286,train,0.99905366,0.99987435,0.9998605
ebihara_0712_4409_24,train,0.9998901,0.99996865,0.9998907
sony_red_0014_0464,train,0.9998318,0.99995244,0.9997366
green_0014_0247,train,0.99988604,0.99995387,0.99929
ebihara_green_1_0021,train,0.9999188,0.99996364,0.9995826
sawada_red_2_0187,train,0.99989486,0.9999838,0.99991035
red_0712_0036_25,train,0.9998368,0.9999757,0.999928
sony_white_0006_0475,train,0.999574,0.999895,0.9998259
green_0008_0342,train,0.99976915,0.9999361,0.9998796
sawada_green_2_0204,train,0.9998505,0.9999392,0.99969625
red_0008_0552,train,0.99964535,0.99992263,0.99981123
red_0712_0036_86,train,0.9986524,0.9994816,0.9958046
sasaki_red_1_0124,train,0.99972004,0.9999107,0.99981433
sasaki_green_1_0084,train,0.999796,0.9999293,0.99978393
white_0014_0067,train,0.99856913,0.9996865,0.99979967
red_0712_0036_4,train,0.999845,0.9999502,0.99935037
red_0008_0541,train,0.9998777,0.9999788,0.9998765
white_0008_0629,train,0.9991498,0.99979144,0.9990482
sawada_green_2_0135,train,0.9997348,0.99991024,0.9997074
white_0006_0695,train,0.9996424,0.99984574,0.9996338
green_0006_0285,train,0.9999521,0.9999924,0.9999286
red_0006_0707,train,0.9996432,0.99993503,0.9997073
green_0008_0504,train,0.99975365,0.9999051,0.9981659
kitano_red_2_0187,train,0.9998764,0.9999682,0.99979633
white_0006_0563,train,0.9992207,0.9997727,0.9999083
