path,phase,TOE_x,TOE_y,HOSEL_x,HOSEL_y,GRIP_x,GRIP_y
sawada_green_2_0223,train,0.361458,0.260185,0.353125,0.287963,0.451562,0.412963
ebihara_0712_4408_42,train,0.302778,0.441146,0.287037,0.436458,0.352778,0.438542
ebihara_0712_4409_37,train,0.503704,0.474479,0.49537,0.489063,0.459259,0.536458
red_0006_0594,train,0.777083,0.30463,0.801042,0.291667,0.8125,0.366667
green_0006_0247,train,0.255208,0.72037,0.277604,0.746296,0.451562,0.634259
ebihara_green_1_0149,train,0.76875,0.813889,0.760938,0.808333,0.672917,0.622222
uratani_red_3_0169,train,0.265104,0.251852,0.259375,0.280556,0.349479,0.465741
sony_red_0616_0002_0406,train,0.585185,0.334896,0.557407,0.33125,0.406481,0.407813
sawada_red_2_0085,train,0.253125,0.79537,0.268229,0.813889,0.367188,0.638889
sony_white_0006_0486,train,0.863889,0.38125,0.859259,0.403646,0.653704,0.441667
sawada_red_2_0189,train,0.219271,0.571296,0.228646,0.599074,0.367708,0.619444
red_0006_0647,train,0.746354,0.461111,0.728646,0.496296,0.706771,0.573148
uratani_green_3_0309,train,0.408333,0.235185,0.402604,0.257407,0.465104,0.412963
ebihara_0712_4408_59,train,0.476852,0.60625,0.458333,0.607812,0.381481,0.545312
sony_red_0019_0371,train,0.802778,0.606771,0.777778,0.611458,0.561111,0.5125
sony_red_0616_0002_0221,train,0.50463,0.669792,0.512963,0.656771,0.531481,0.555208
ebihara_red_1_0240,train,0.433854,0.678704,0.423958,0.641667,0.465625,0.433333
red_0712_0036_126,train,0.630556,0.315104,0.639815,0.330208,0.561111,0.434375
green_0014_0251,train,0.327083,0.871296,0.353646,0.880556,0.529687,0.635185
white_0006_0693,train,0.629687,0.153704,0.646354,0.162963,0.634375,0.312037
red_0008_0544,train,0.575521,0.685185,0.58125,0.72037,0.683854,0.612963
uratani_red_3_0285,train,0.232813,0.539815,0.248438,0.569444,0.393229,0.583333
white_0008_0641,train,0.467187,0.527778,0.460417,0.475926,0.50625,0.310185
white_0008_0541,train,0.41875,0.387963,0.424479,0.416667,0.485938,0.517593
white_0014_0041,train,0.352083,0.648148,0.369271,0.675926,0.507812,0.637037
green_0006_0488,train,0.376563,0.434259,0.379688,0.397222,0.497396,0.273148
sasaki_red_1_0144,train,0.810937,0.532407,0.790104,0.547222,0.661979,0.418519
green_0006_0304,train,0.434375,0.157407,0.421875,0.186111,0.404167,0.403704
sony_red_0019_0357,train,0.075926,0.478125,0.090741,0.495833,0.37037,0.503125
red_0712_0036_46,train,0.650926,0.422917,0.630556,0.419271,0.426852,0.417187
green_0006_0430,train,0.296875,0.718519,0.319792,0.742593,0.502604,0.599074
uratani_green_3_0285,train,0.456771,0.346296,0.465104,0.391667,0.507292,0.519444
red_0712_0036_45,train,0.663889,0.423438,0.644444,0.419271,0.430556,0.415625
sony_red_0019_0368,train,0.631481,0.660417,0.616667,0.647396,0.527778,0.524479
sony_red_0010_0146,train,0.036111,0.5125,0.065741,0.528125,0.373148,0.479167
sawada_red_2_0342,train,0.635417,0.611111,0.628125,0.637963,0.494792,0.618519
sony_red_0616_0002_0519,train,0.784259,0.635417,0.758333,0.630729,0.637963,0.523438
white_0006_0674,train,0.705729,0.698148,0.680208,0.716667,0.582812,0.566667
white_0014_0117,train,0.414062,0.594444,0.432812,0.611111,0.517708,0.60463
white_0008_0426,train,0.701042,0.133333,0.688021,0.159259,0.534375,0.32037
ebihara_0712_4409_88,train,0.535185,0.377604,0.522222,0.371354,0.364815,0.423958
red_0712_0036_84,train,0.422222,0.357812,0.448148,0.360938,0.544444,0.427083
green_0008_0510,train,0.432292,0.188889,0.449479,0.184259,0.583854,0.316667
ebihara_0712_4409_111,train,0.126852,0.515104,0.141667,0.524479,0.282407,0.516667
kitano_green_2_0131,train,0.432812,0.235185,0.441667,0.236111,0.505208,0.387037
sony_white_0006_0407,train,0.630556,0.2875,0.584259,0.284375,0.380556,0.375
white_0006_0543,train,0.631771,0.101852,0.620833,0.126852,0.503646,0.346296
kitano_green_2_0089,train,0.485417,0.365741,0.475,0.344444,0.479687,0.401852
white_0014_0403,train,0.909896,0.355556,0.889583,0.425926,0.688542,0.477778
red_0006_0645,train,0.663542,0.571296,0.660937,0.603704,0.7,0.596296
ebihara_0712_4408_26,train,0.675926,0.545833,0.660185,0.561458,0.472222,0.547396
white_0006_0684,train,0.8,0.2,0.803125,0.244444,0.631771,0.435185
sony_red_0616_0002_0502,train,0.315741,0.392188,0.292593,0.405208,0.425926,0.4875
white_0014_0028,train,0.327083,0.884259,0.345833,0.896296,0.541667,0.681481
sasaki_green_1_0034,train,0.496354,0.284259,0.488542,0.283333,0.534375,0.431481
sasaki_red_1_0173,train,0.493229,0.388889,0.486458,0.362037,0.583333,0.240741
sony_red_0017_0619,train,0.855556,0.596875,0.828704,0.611458,0.603704,0.508854
ebihara_0712_4409_96,train,0.282407,0.309896,0.275,0.313542,0.307407,0.430729
kitano_green_2_0047,train,0.429167,0.422222,0.441667,0.461111,0.525,0.548148
white_0014_0083,train,0.722917,0.137963,0.722396,0.152778,0.600521,0.309259
ebihara_0712_4408_60,train,0.431481,0.595313,0.421296,0.598958,0.371296,0.544271
sasaki_red_1_0016,train,0.507812,0.62963,0.516667,0.634259,0.557813,0.464815
ebihara_0712_4409_63,train,0.605556,0.454688,0.580556,0.444271,0.383333,0.429167
ebihara_0712_4408_105,train,0.290741,0.328646,0.282407,0.339062,0.297222,0.455208
sony_red_0019_0367,train,0.559259,0.665104,0.557407,0.656771,0.514815,0.526563
red_0006_0651,train,0.882292,0.290741,0.853125,0.322222,0.726042,0.519444
green_0006_0645,train,0.434896,0.078704,0.458333,0.080556,0.578646,0.323148
red_0712_0036_50,train,0.536111,0.38125,0.513889,0.384896,0.4,0.429688
sasaki_green_1_0036,train,0.500521,0.291667,0.492708,0.293519,0.533333,0.431481
white_0008_0533,train,0.568229,0.199074,0.560937,0.233333,0.493229,0.437963
white_0008_0420,train,0.664583,0.136111,0.655208,0.162963,0.522917,0.341667
ebihara_0712_4409_43,train,0.550926,0.622917,0.533333,0.624479,0.424074,0.548958
red_0712_0036_132,train,0.70463,0.380208,0.706481,0.390104,0.572222,0.451562
sony_white_0006_0492,train,0.72037,0.324479,0.739815,0.339583,0.660185,0.409375
sony_red_0010_0151,train,0.675926,0.641146,0.65,0.632812,0.521296,0.488542
green_0008_0552,train,0.554167,0.57037,0.548958,0.525926,0.490104,0.32963
red_0006_0614,train,0.914062,0.249074,0.9125,0.282407,0.782292,0.478704
ebihara_red_1_0187,train,0.486979,0.267593,0.468229,0.272222,0.467187,0.522222
sawada_green_2_0167,train,0.486458,0.232407,0.470313,0.227778,0.445312,0.402778
sony_white_0006_0333,train,0.451852,0.256771,0.42037,0.26875,0.342593,0.396354
white_0006_0697,train,0.558333,0.182407,0.576562,0.188889,0.621354,0.285185
uratani_red_3_0326,train,0.38125,0.571296,0.373958,0.543519,0.426563,0.405556
sawada_green_2_0205,train,0.584896,0.574074,0.573438,0.593519,0.524479,0.573148
ebihara_red_1_0079,train,0.251563,0.508333,0.265104,0.535185,0.425521,0.573148
red_0008_0634,train,0.552604,0.550926,0.553646,0.514815,0.724479,0.390741
sony_white_0006_0321,train,0.334259,0.255729,0.314815,0.273438,0.336111,0.404687
red_0008_0669,train,0.551042,0.515741,0.55625,0.485185,0.726562,0.392593
red_0006_0701,train,0.609375,0.514815,0.615104,0.478704,0.770833,0.324074
white_0008_0410,train,0.596875,0.162037,0.589583,0.192593,0.503646,0.375
green_0014_0259,train,0.585417,0.07037,0.576042,0.128704,0.570312,0.42037
green_0014_0271,train,0.750521,0.157407,0.735417,0.139815,0.651563,0.247222
red_0006_0616,train,0.903646,0.281481,0.898958,0.314815,0.779167,0.487037
sony_red_0616_0002_0358,train,0.078704,0.471875,0.097222,0.490104,0.347222,0.509896
sawada_red_2_0184,train,0.272917,0.376852,0.269271,0.402778,0.353646,0.559259
ebihara_0712_4408_25,train,0.687037,0.574479,0.666667,0.5875,0.465741,0.554167
green_0006_0175,train,0.549479,0.938889,0.552083,0.916667,0.535417,0.65463
green_0008_0569,train,0.634375,0.550926,0.622917,0.505556,0.493229,0.347222
green_0006_0743,train,0.789062,0.222222,0.786458,0.271296,0.623437,0.426852
ebihara_green_1_0143,train,0.678125,0.472222,0.696354,0.497222,0.679688,0.586111
green_0014_0284,train,0.517708,0.478704,0.525,0.44537,0.641667,0.287963
white_0008_0614,train,0.369792,0.475,0.371354,0.437037,0.530208,0.275
ebihara_green_1_0222,train,0.747396,0.482407,0.738021,0.452778,0.577604,0.42963
sony_red_0015_0417,train,0.169444,0.567187,0.207407,0.580208,0.468519,0.520833
sony_white_0005_0651,train,0.737963,0.641146,0.688889,0.639062,0.586111,0.511458
ebihara_0712_4409_67,train,0.608333,0.536458,0.608333,0.521354,0.433333,0.436979
green_0014_0183,train,0.769271,0.318519,0.768229,0.362963,0.659375,0.534259
sony_green_0616_0006_0393,train,0.172222,0.586979,0.212963,0.597396,0.443519,0.517188
red_0712_0036_122,train,0.506481,0.283854,0.525,0.293229,0.55,0.422396
uratani_green_3_0184,train,0.426563,0.081481,0.417187,0.098148,0.448958,0.35463
green_0006_0263,train,0.216667,0.536111,0.231771,0.568519,0.422396,0.591667
ebihara_0712_4409_15,train,0.550926,0.45625,0.537963,0.471875,0.480556,0.522396
ebihara_0712_4409_74,train,0.412963,0.497396,0.433333,0.494792,0.453704,0.464062
sasaki_green_1_0032,train,0.492708,0.275926,0.484375,0.281481,0.535417,0.437963
sony_white_0006_0479,train,0.94537,0.499479,0.925,0.516146,0.625926,0.482812
ebihara_0712_4408_117,train,0.307407,0.452083,0.289815,0.455208,0.310185,0.541146
white_0014_0131,train,0.984375,0.147222,0.969271,0.218519,0.705208,0.40463
green_0014_0243,train,0.729688,0.500926,0.717708,0.535185,0.611979,0.594444
uratani_green_3_0311,train,0.382292,0.193519,0.378125,0.214815,0.457813,0.384259
ebihara_0712_4409_138,train,0.509259,0.626042,0.492593,0.626563,0.440741,0.513542
ebihara_0712_4409_139,train,0.507407,0.625521,0.489815,0.627083,0.442593,0.511979
white_0006_0673,train,0.659896,0.760185,0.647917,0.762037,0.573958,0.575
kitano_red_2_0214,train,0.390104,0.152778,0.4,0.132407,0.528125,0.17963
red_0006_0526,train,0.828125,0.180556,0.847917,0.187963,0.822396,0.358333
ebihara_0712_4409_105,train,0.089815,0.417187,0.084259,0.430208,0.268519,0.484375
white_0006_0597,train,0.642188,0.373148,0.652604,0.34537,0.568229,0.27037
white_0008_0570,train,0.8625,0.288889,0.853125,0.34537,0.642188,0.463889
kitano_red_2_0172,train,0.546875,0.132407,0.530208,0.133333,0.465625,0.239815
green_0006_0665,train,0.536979,0.00463,0.558854,0.024074,0.594271,0.343519
white_0014_0101,train,0.771875,0.216667,0.766667,0.218519,0.608854,0.319444
sony_red_0017_0618,train,0.828704,0.616146,0.796296,0.625521,0.603704,0.513542
red_0006_0581,train,0.691667,0.418519,0.715104,0.398148,0.804688,0.339815
ebihara_0712_4409_108,train,0.09537,0.471875,0.100926,0.484896,0.273148,0.502604
red_0712_0036_33,train,0.314815,0.338542,0.3,0.349479,0.347222,0.447917
red_0712_0036_96,train,0.507407,0.453646,0.505556,0.433333,0.443519,0.392708
ebihara_0712_4408_35,train,0.313889,0.344792,0.312963,0.356771,0.439815,0.480729
sony_red_0014_0457,train,0.87963,0.548438,0.853704,0.560417,0.578704,0.495833
kitano_green_2_0065,train,0.416667,0.290741,0.408854,0.291667,0.483333,0.423148
sony_red_0019_0356,train,0.09537,0.454167,0.097222,0.471875,0.358333,0.491146
green_0008_0468,train,0.299479,0.60463,0.321875,0.625926,0.51875,0.584259
red_0712_0036_38,train,0.481481,0.347917,0.462037,0.353125,0.372222,0.429167
ebihara_red_1_0244,train,0.511458,0.694444,0.497396,0.668519,0.473438,0.440741
kitano_red_2_0223,train,0.425521,0.323148,0.427083,0.287037,0.503125,0.187037
uratani_red_3_0286,train,0.242188,0.596296,0.260417,0.625,0.398958,0.599074
kitano_red_2_0130,train,0.347917,0.181481,0.343229,0.208333,0.426563,0.323148
green_0014_0240,train,0.79375,0.286111,0.794792,0.321296,0.636458,0.54537
white_0008_0621,train,0.386979,0.518519,0.384896,0.471296,0.522917,0.283333
sony_red_0014_0448,train,0.432407,0.667188,0.438889,0.656771,0.498148,0.521875
kitano_red_2_0229,train,0.489063,0.376852,0.477083,0.343519,0.497396,0.201852
red_0712_0036_6,train,0.574074,0.65625,0.555556,0.654687,0.516667,0.547396
sony_red_0616_0002_0506,train,0.213889,0.465104,0.212037,0.490104,0.463889,0.508854
sawada_green_2_0196,train,0.642708,0.849074,0.628125,0.851852,0.536458,0.648148
white_0006_0519,train,0.48125,0.230556,0.477083,0.266667,0.467187,0.443519
uratani_green_3_0294,train,0.636979,0.808333,0.619271,0.814815,0.5375,0.616667
sasaki_green_1_0158,train,0.660937,0.607407,0.646354,0.605556,0.572396,0.45
green_0008_0441,train,0.639062,0.244444,0.61875,0.249074,0.488542,0.347222
red_0006_0703,train,0.604167,0.521296,0.608333,0.47963,0.772917,0.318519
red_0006_0643,train,0.590625,0.677778,0.592708,0.712037,0.69375,0.62037
sasaki_green_1_0004,train,0.566667,0.425926,0.568229,0.466667,0.572917,0.547222
red_0712_0036_63,train,0.232407,0.539062,0.251852,0.549479,0.476852,0.527604
green_0014_0219,train,0.475,0.338889,0.504167,0.309259,0.658854,0.332407
sasaki_green_1_0058,train,0.559375,0.372222,0.547396,0.362963,0.534375,0.40463
ebihara_0712_4409_82,train,0.62963,0.509896,0.625,0.496875,0.42037,0.435937
green_0006_0497,train,0.445312,0.484259,0.439063,0.444444,0.486979,0.282407
green_0008_0544,train,0.489583,0.562963,0.485417,0.512963,0.493229,0.317593
ebihara_red_1_0217,train,0.564583,0.326852,0.576042,0.343519,0.573958,0.474074
sony_white_0005_0639,train,0.088889,0.517188,0.126852,0.534896,0.425926,0.506771
sony_red_0014_0454,train,0.784259,0.611458,0.75463,0.6125,0.559259,0.507812
ebihara_red_1_0199,train,0.416146,0.775926,0.440104,0.792593,0.559375,0.65463
white_0006_0663,train,0.314063,0.755556,0.336979,0.767593,0.495312,0.585185
green_0014_0241,train,0.779167,0.35463,0.778125,0.389815,0.626042,0.564815
sasaki_red_1_0108,train,0.644271,0.114815,0.624479,0.110185,0.525,0.235185
sasaki_red_1_0112,train,0.616667,0.087037,0.596354,0.089815,0.516667,0.24537
sony_white_0006_0255,train,0.094444,0.563021,0.125926,0.58125,0.377778,0.50625
green_0006_0504,train,0.503646,0.50463,0.490104,0.45463,0.483854,0.284259
sasaki_red_1_0109,train,0.638542,0.107407,0.61875,0.102778,0.521875,0.237037
red_0008_0517,train,0.869271,0.328704,0.864583,0.366667,0.728646,0.553704
red_0006_0529,train,0.801562,0.188889,0.828125,0.228704,0.820312,0.358333
sony_red_0017_0616,train,0.725,0.649479,0.705556,0.641146,0.582407,0.519792
ebihara_0712_4408_53,train,0.614815,0.554688,0.600926,0.568229,0.452778,0.545312
sony_white_0006_0198,train,0.413889,0.661458,0.430556,0.654167,0.478704,0.524479
sony_red_0616_0002_0517,train,0.631481,0.675521,0.641667,0.657813,0.614815,0.529167
sasaki_green_1_0104,train,0.708854,0.771296,0.695833,0.775926,0.615104,0.616667
sony_white_0006_0628,train,0.482407,0.372396,0.461111,0.35625,0.440741,0.379167
red_0006_0504,train,0.933854,0.153704,0.9375,0.184259,0.807813,0.440741
sony_white_0006_0666,train,0.296296,0.340625,0.305556,0.332292,0.483333,0.396354
ebihara_red_1_0209,train,0.771875,0.62037,0.754167,0.639815,0.615625,0.598148
sasaki_red_1_0033,train,0.373958,0.394444,0.383333,0.422222,0.5125,0.415741
ebihara_green_1_0151,train,0.754167,0.797222,0.739062,0.792593,0.657292,0.615741
sony_red_0014_0461,train,0.906481,0.4625,0.885185,0.480208,0.612037,0.476562
ebihara_red_1_0346,train,0.795312,0.755556,0.777083,0.771296,0.625,0.615741
ebihara_0712_4408_83,train,0.587037,0.445833,0.569444,0.430729,0.349074,0.414062
sawada_red_2_0188,train,0.223958,0.524074,0.229687,0.55463,0.357812,0.601852
green_0008_0465,train,0.300521,0.466667,0.317188,0.50463,0.494792,0.566667
ebihara_0712_4408_52,train,0.536111,0.493229,0.530556,0.511979,0.45463,0.534896
red_0712_0036_119,train,0.430556,0.299479,0.45463,0.300521,0.531481,0.410938
kitano_green_2_0122,train,0.488542,0.356481,0.497917,0.380556,0.522917,0.443519
ebihara_red_1_0350,train,0.778646,0.764815,0.7625,0.77963,0.628125,0.612963
red_0006_0709,train,0.590625,0.523148,0.596875,0.491667,0.7625,0.325926
sasaki_red_1_0026,train,0.421354,0.521296,0.434375,0.539815,0.528646,0.44537
sawada_red_2_0195,train,0.314583,0.853704,0.334375,0.851852,0.422396,0.667593
green_0014_0255,train,0.321875,0.57037,0.35625,0.610185,0.538021,0.547222
sony_red_0019_0373,train,0.875,0.5625,0.851852,0.571875,0.590741,0.506771
kitano_red_2_0225,train,0.449479,0.349074,0.444792,0.308333,0.499479,0.19537
sony_red_0016_0648,train,0.355556,0.660417,0.40463,0.66875,0.501852,0.531771
ebihara_0712_4409_14,train,0.565741,0.464583,0.550926,0.479167,0.481481,0.526042
red_0008_0607,train,0.574479,0.558333,0.583854,0.525926,0.749479,0.357407
kitano_green_2_0074,train,0.466667,0.340741,0.45625,0.332407,0.483854,0.400926
sasaki_green_1_0076,train,0.54375,0.3,0.532292,0.297222,0.533333,0.425
red_0006_0445,train,0.678646,0.664815,0.688021,0.686111,0.710417,0.65463
white_0008_0555,train,0.427083,0.897222,0.444271,0.890741,0.545312,0.584259
ebihara_0712_4408_106,train,0.263889,0.340104,0.258333,0.351562,0.297222,0.457813
red_0712_0036_2,train,0.686111,0.653646,0.662037,0.656771,0.539815,0.547917
sasaki_green_1_0072,train,0.555208,0.333333,0.544271,0.323148,0.534375,0.418519
ebihara_red_1_0208,train,0.775521,0.681481,0.758854,0.699074,0.614583,0.614815
ebihara_0712_4409_46,train,0.171296,0.435937,0.163889,0.445833,0.313889,0.488542
uratani_red_3_0323,train,0.340104,0.528704,0.3375,0.499074,0.429167,0.393519
red_0006_0568,train,0.661979,0.452778,0.686979,0.42963,0.803125,0.335185
green_0006_0267,train,0.219271,0.481481,0.233854,0.521296,0.413542,0.576852
uratani_green_3_0291,train,0.598437,0.764815,0.583854,0.751852,0.538021,0.614815
sony_red_0017_0605,train,0.144444,0.565104,0.175926,0.578125,0.457407,0.517188
green_0008_0372,train,0.705208,0.319444,0.684896,0.316667,0.516667,0.32037
ebihara_red_1_0228,train,0.328125,0.410185,0.339583,0.389815,0.497917,0.418519
kitano_red_2_0195,train,0.7375,0.355556,0.725,0.378704,0.598437,0.378704
ebihara_green_1_0192,train,0.715104,0.652778,0.719792,0.630556,0.606771,0.42037
sasaki_red_1_0139,train,0.618229,0.705556,0.632292,0.689815,0.619792,0.460185
white_0006_0646,train,0.576562,0.193519,0.564583,0.218519,0.480729,0.423148
ebihara_0712_4409_59,train,0.507407,0.386979,0.475926,0.385417,0.359259,0.43125
red_0712_0036_66,train,0.458333,0.640104,0.460185,0.631771,0.531481,0.535937
green_0006_0419,train,0.368229,0.269444,0.358333,0.300926,0.429167,0.491667
uratani_red_3_0000,train,0.460417,0.881481,0.457292,0.866667,0.446354,0.650926
sawada_green_2_0185,train,0.391667,0.367593,0.400521,0.414815,0.484375,0.553704
white_0006_0490,train,0.323437,0.523148,0.331771,0.55463,0.455208,0.563889
white_0006_0676,train,0.778646,0.563889,0.752604,0.603704,0.591146,0.544444
sawada_green_2_0188,train,0.433333,0.544444,0.448958,0.583333,0.505208,0.59537
sony_green_0616_0006_0177,train,0.011111,0.492708,0.039815,0.506771,0.306481,0.485938
ebihara_0712_4409_104,train,0.089815,0.4,0.086111,0.413021,0.266667,0.477604
sasaki_green_1_0098,train,0.623437,0.707407,0.629167,0.7,0.610938,0.619444
sony_white_0006_0482,train,0.92037,0.438021,0.92037,0.460417,0.64537,0.466146
red_0008_0649,train,0.549479,0.534259,0.554167,0.5,0.728646,0.390741
sony_white_0006_0426,train,0.508333,0.26875,0.476852,0.276042,0.352778,0.385937
sony_white_0006_0169,train,0.487037,0.660417,0.501852,0.653125,0.501852,0.53125
white_0014_0128,train,0.911979,0.497222,0.883333,0.546296,0.679167,0.510185
kitano_green_2_0140,train,0.526563,0.399074,0.514583,0.369444,0.495833,0.374074
red_0712_0036_53,train,0.42963,0.36875,0.410185,0.373437,0.385185,0.443229
red_0008_0505,train,0.901563,0.2,0.911979,0.221296,0.784896,0.432407
sasaki_red_1_0142,train,0.754687,0.632407,0.744792,0.634259,0.649479,0.440741
sony_white_0006_0595,train,0.463889,0.394271,0.465741,0.373958,0.431481,0.38125
green_0008_0205,train,0.518229,0.943519,0.518229,0.925,0.542708,0.64537
ebihara_green_1_0174,train,0.507812,0.293519,0.509375,0.316667,0.564583,0.403704
sasaki_red_1_0066,train,0.5375,0.071296,0.523438,0.082407,0.502604,0.262037
sony_white_0006_0493,train,0.701852,0.317188,0.725,0.326562,0.655556,0.403646
sawada_red_2_0198,train,0.44375,0.896296,0.451042,0.876852,0.449479,0.664815
sawada_red_2_0213,train,0.559896,0.360185,0.553125,0.394444,0.496875,0.507407
red_0006_0705,train,0.599479,0.52037,0.603125,0.483333,0.767188,0.325926
kitano_green_2_0115,train,0.630729,0.656481,0.619792,0.664815,0.572917,0.592593
sawada_red_2_0000,train,0.434375,0.889815,0.436979,0.866667,0.423438,0.655556
white_0006_0574,train,0.692187,0.22963,0.678646,0.218519,0.546875,0.280556
sasaki_green_1_0040,train,0.510417,0.307407,0.501563,0.30463,0.53125,0.425926
sasaki_red_1_0003,train,0.586458,0.687963,0.584896,0.671296,0.578646,0.473148
kitano_red_2_0153,train,0.584896,0.162037,0.569792,0.15,0.480729,0.219444
green_0014_0235,train,0.721354,0.130556,0.741667,0.164815,0.672917,0.425926
red_0008_0743,train,0.578125,0.557407,0.580729,0.524074,0.754167,0.359259
ebihara_0712_4409_20,train,0.249074,0.366146,0.248148,0.378125,0.434259,0.477083
ebihara_0712_4408_96,train,0.523148,0.391667,0.502778,0.383854,0.313889,0.433854
green_0014_0196,train,0.735417,0.05463,0.753125,0.088889,0.685937,0.412963
ebihara_0712_4408_65,train,0.096296,0.411979,0.092593,0.425521,0.278704,0.479167
sasaki_red_1_0133,train,0.396354,0.468519,0.411979,0.494444,0.550521,0.443519
kitano_green_2_0111,train,0.675,0.812037,0.65625,0.801852,0.572396,0.624074
sony_white_0005_0642,train,0.149074,0.584375,0.192593,0.6,0.460185,0.514583
green_0008_0495,train,0.723437,0.274074,0.732292,0.315741,0.640625,0.453704
kitano_red_2_0227,train,0.467187,0.369444,0.460938,0.330556,0.5,0.194444
kitano_red_2_0188,train,0.513542,0.67963,0.517188,0.668519,0.532813,0.453704
uratani_red_3_0294,train,0.570833,0.826852,0.557813,0.828704,0.499479,0.632407
red_0712_0036_94,train,0.431481,0.441667,0.42963,0.421354,0.440741,0.390104
red_0712_0036_113,train,0.382407,0.353646,0.411111,0.348438,0.509259,0.405729
sony_white_0005_0655,train,0.907407,0.568229,0.882407,0.58125,0.607407,0.496875
red_0712_0036_5,train,0.598148,0.65625,0.575,0.654687,0.521296,0.548438
sony_white_0006_0481,train,0.930556,0.457813,0.918519,0.481771,0.632407,0.469792
ebihara_0712_4409_109,train,0.1,0.484375,0.113889,0.495312,0.275926,0.50625
sony_red_0015_0415,train,0.139815,0.525521,0.169444,0.54375,0.447222,0.516146
ebihara_0712_4408_121,train,0.275,0.548958,0.262963,0.54375,0.369444,0.53125
red_0008_0279,train,0.568229,0.801852,0.585417,0.819444,0.692708,0.673148
sony_red_0014_0444,train,0.186111,0.606771,0.22037,0.617188,0.44537,0.519792
green_0006_0616,train,0.369271,0.311111,0.382292,0.276852,0.544792,0.298148
white_0008_0545,train,0.354167,0.534259,0.368229,0.563889,0.496875,0.551852
red_0008_0293,train,0.590625,0.764815,0.60625,0.782407,0.694792,0.671296
red_0008_0520,train,0.825521,0.412963,0.821875,0.45,0.721354,0.565741
white_0008_0569,train,0.863542,0.325926,0.849479,0.383333,0.636458,0.478704
ebihara_green_1_0154,train,0.70625,0.698148,0.693229,0.701852,0.640104,0.600926
ebihara_0712_4409_22,train,0.191667,0.378646,0.190741,0.3875,0.400926,0.458333
red_0712_0036_48,train,0.605556,0.401562,0.583333,0.401042,0.412037,0.422917
ebihara_0712_4408_5,train,0.569444,0.573438,0.550926,0.582292,0.415741,0.551562
red_0006_0649,train,0.81875,0.371296,0.797396,0.399074,0.717708,0.548148
green_0006_0707,train,0.727083,0.093519,0.734896,0.127778,0.615104,0.387037
red_0712_0036_74,train,0.813889,0.536979,0.793519,0.545833,0.6,0.50625
sony_white_0006_0480,train,0.939815,0.481771,0.916667,0.495833,0.628704,0.473438
ebihara_0712_4408_84,train,0.596296,0.465104,0.582407,0.447917,0.365741,0.414583
sony_red_0017_0607,train,0.200926,0.599479,0.24537,0.615104,0.480556,0.523438
ebihara_0712_4409_54,train,0.325,0.326562,0.303704,0.336458,0.331481,0.434896
ebihara_0712_4409_85,train,0.613889,0.439583,0.60463,0.429167,0.392593,0.425521
red_0008_0522,train,0.791146,0.474074,0.783333,0.511111,0.708333,0.581481
sony_white_0006_0490,train,0.771296,0.343229,0.784259,0.358854,0.64537,0.420312
red_0006_0488,train,0.91875,0.275926,0.917708,0.306481,0.773438,0.519444
ebihara_0712_4409_23,train,0.188889,0.398438,0.188889,0.405208,0.382407,0.448958
sawada_green_2_0097,train,0.509375,0.647222,0.497917,0.651852,0.486458,0.583333
red_0712_0036_90,train,0.241667,0.368229,0.262963,0.359375,0.456481,0.391146
sony_red_0016_0650,train,0.476852,0.661458,0.5,0.654167,0.531481,0.529167
sony_green_0616_0006_0402,train,0.622222,0.646354,0.615741,0.6375,0.544444,0.513021
ebihara_0712_4409_116,train,0.219444,0.575521,0.230556,0.581771,0.307407,0.538542
ebihara_0712_4408_81,train,0.548148,0.40625,0.519444,0.400521,0.328704,0.413021
red_0712_0036_106,train,0.510185,0.451042,0.516667,0.433333,0.475926,0.4
green_0008_0498,train,0.656771,0.222222,0.672917,0.250926,0.636979,0.414815
ebihara_0712_4408_24,train,0.682407,0.591146,0.663889,0.600521,0.458333,0.557292
sawada_green_2_0158,train,0.504167,0.257407,0.4875,0.25463,0.445312,0.393519
sony_red_0014_0446,train,0.296296,0.642188,0.32037,0.64375,0.47037,0.525521
green_0014_0358,train,0.625521,0.077778,0.639583,0.065741,0.58125,0.387037
sawada_red_2_0123,train,0.271875,0.275,0.268229,0.305556,0.339583,0.484259
red_0712_0036_91,train,0.266667,0.388542,0.282407,0.372396,0.449074,0.390625
ebihara_green_1_0148,train,0.772917,0.793519,0.763542,0.785185,0.675521,0.622222
sony_red_0019_0372,train,0.847222,0.582812,0.813889,0.591146,0.580556,0.511458
sony_red_0616_0002_0514,train,0.406481,0.652083,0.44537,0.647396,0.563889,0.534896
sony_white_0006_0487,train,0.824074,0.371875,0.836111,0.391667,0.660185,0.438021
red_0008_0533,train,0.544792,0.812963,0.554167,0.837037,0.668229,0.643519
sony_red_0016_0646,train,0.248148,0.639062,0.287963,0.649479,0.487037,0.525521
uratani_green_3_0314,train,0.365625,0.184259,0.3625,0.200926,0.452083,0.363889
white_0006_0593,train,0.646875,0.357407,0.654687,0.336111,0.567187,0.273148
sasaki_green_1_0152,train,0.656771,0.611111,0.642708,0.613889,0.570833,0.447222
red_0006_0628,train,0.680208,0.662963,0.682813,0.682407,0.690104,0.636111
sony_red_0019_0369,train,0.700926,0.645833,0.67963,0.639062,0.539815,0.519792
